oid,test,train_fold1,val_fold1,train_fold2,val_fold2,train_fold3,val_fold3,train_fold4,val_fold4,train_fold5,val_fold5
ZTF18acdwpvi,0,1,0,0,1,1,0,1,0,1,0
ZTF18acdywfv,0,1,0,0,1,1,0,1,0,1,0
ZTF18acefpej,0,1,0,1,0,1,0,1,0,0,1
ZTF18aceqmsl,0,1,0,1,0,1,0,1,0,0,1
ZTF18acesbqs,0,1,0,1,0,1,0,1,0,0,1
ZTF18aceshmj,0,0,1,1,0,1,0,1,0,1,0
ZTF18aceshod,0,1,0,1,0,1,0,1,0,0,1
ZTF18aciaubw,0,0,1,1,0,1,0,1,0,1,0
ZTF18ackwclx,0,0,1,1,0,1,0,1,0,1,0
ZTF18ackwerw,0,1,0,0,1,1,0,1,0,1,0
ZTF18aclieva,0,1,0,0,1,1,0,1,0,1,0
ZTF18aclycyg,0,0,1,1,0,1,0,1,0,1,0
ZTF18acpjzoi,0,1,0,1,0,1,0,0,1,1,0
ZTF18acqgrtp,0,1,0,0,1,1,0,1,0,1,0
ZTF18acsugtc,0,1,0,1,0,0,1,1,0,1,0
ZTF18acuewaf,0,1,0,1,0,1,0,1,0,0,1
ZTF18acvdece,0,1,0,1,0,1,0,0,1,1,0
ZTF18acvjtnr,1,0,0,0,0,0,0,0,0,0,0
ZTF18acvxomn,1,0,0,0,0,0,0,0,0,0,0
ZTF18acxcwsq,0,1,0,0,1,1,0,1,0,1,0
ZTF18acxtbxl,0,1,0,1,0,1,0,1,0,0,1
ZTF18acyyhgf,0,1,0,1,0,0,1,1,0,1,0
ZTF18adbkpqv,0,0,1,1,0,1,0,1,0,1,0
ZTF18adgnrge,0,1,0,1,0,0,1,1,0,1,0
ZTF18adgsfty,0,1,0,1,0,1,0,1,0,0,1
ZTF18adhbjkn,1,0,0,0,0,0,0,0,0,0,0
ZTF18adiqshy,0,1,0,1,0,1,0,1,0,0,1
ZTF18aditoqz,0,0,1,1,0,1,0,1,0,1,0
ZTF18adiwdoy,0,1,0,1,0,1,0,1,0,0,1
ZTF18adiwsiw,0,1,0,1,0,1,0,1,0,0,1
ZTF18adjgvhi,0,1,0,1,0,0,1,1,0,1,0
ZTF18adjhyey,0,1,0,0,1,1,0,1,0,1,0
ZTF18adjsxsk,0,1,0,1,0,1,0,0,1,1,0
ZTF18adjwvod,0,1,0,1,0,1,0,1,0,0,1
ZTF18adkaeae,0,1,0,1,0,1,0,0,1,1,0
ZTF18adkoetz,0,1,0,1,0,1,0,0,1,1,0
ZTF18adkwgbn,0,1,0,1,0,1,0,1,0,0,1
ZTF18adkxrut,0,0,1,1,0,1,0,1,0,1,0
ZTF18adkyrgj,1,0,0,0,0,0,0,0,0,0,0
ZTF18adkyzfj,0,1,0,1,0,1,0,0,1,1,0
ZTF18adlalkd,0,0,1,1,0,1,0,1,0,1,0
ZTF18adlhgpo,0,1,0,1,0,0,1,1,0,1,0
ZTF18adlilmt,1,0,0,0,0,0,0,0,0,0,0
ZTF18adllrhm,0,1,0,1,0,1,0,0,1,1,0
ZTF18adltwnr,0,1,0,1,0,1,0,1,0,0,1
ZTF18adlyjwz,1,0,0,0,0,0,0,0,0,0,0
ZTF18admaciv,0,1,0,1,0,1,0,0,1,1,0
ZTF18admbhdx,0,0,1,1,0,1,0,1,0,1,0
ZTF18admbnck,0,1,0,1,0,1,0,0,1,1,0
ZTF18admdvwb,0,1,0,1,0,0,1,1,0,1,0
ZTF18admfltx,0,1,0,1,0,1,0,1,0,0,1
ZTF18admkwza,0,1,0,0,1,1,0,1,0,1,0
ZTF18admogtv,0,1,0,1,0,1,0,1,0,0,1
ZTF18admrgez,0,1,0,0,1,1,0,1,0,1,0
ZTF18admylqw,1,0,0,0,0,0,0,0,0,0,0
ZTF18admzvtu,0,1,0,1,0,0,1,1,0,1,0
ZTF18adncmqk,0,1,0,1,0,1,0,0,1,1,0
ZTF18adncsuc,0,1,0,1,0,0,1,1,0,1,0
ZTF18adnglzm,0,0,1,1,0,1,0,1,0,1,0
ZTF18adngpyc,0,1,0,0,1,1,0,1,0,1,0
ZTF18adnhltq,0,1,0,1,0,1,0,1,0,0,1
ZTF18adnhxdg,0,0,1,1,0,1,0,1,0,1,0
ZTF18adnlhdu,0,1,0,1,0,0,1,1,0,1,0
ZTF18adnwroe,0,1,0,1,0,1,0,0,1,1,0
ZTF18adobkfg,0,0,1,1,0,1,0,1,0,1,0
ZTF18adoemxo,0,1,0,1,0,1,0,0,1,1,0
ZTF18adojedm,0,1,0,0,1,1,0,1,0,1,0
ZTF18adokcmq,0,0,1,1,0,1,0,1,0,1,0
ZTF18adolkpr,0,0,1,1,0,1,0,1,0,1,0
ZTF18adpnwoz,1,0,0,0,0,0,0,0,0,0,0
ZTF18adptmcx,0,0,1,1,0,1,0,1,0,1,0
ZTF18adqevpn,0,1,0,1,0,1,0,1,0,0,1
ZTF18adqfsqz,0,1,0,1,0,1,0,0,1,1,0
ZTF18adqztvf,0,0,1,1,0,1,0,1,0,1,0
ZTF18adrbsub,1,0,0,0,0,0,0,0,0,0,0
ZTF18adrmtfj,1,0,0,0,0,0,0,0,0,0,0
ZTF18adsbgsp,0,1,0,1,0,0,1,1,0,1,0
ZTF18adsbmsj,0,0,1,1,0,1,0,1,0,1,0
ZTF19aadcywl,0,1,0,0,1,1,0,1,0,1,0
ZTF19aaeyoiw,1,0,0,0,0,0,0,0,0,0,0
ZTF19aafelis,0,1,0,1,0,1,0,0,1,1,0
ZTF19aagcnfy,0,1,0,1,0,1,0,1,0,0,1
ZTF19aagpbha,0,1,0,1,0,0,1,1,0,1,0
ZTF19aaiauvd,0,1,0,0,1,1,0,1,0,1,0
ZTF19aaiuoqg,0,1,0,1,0,1,0,1,0,0,1
ZTF19aalpewl,0,0,1,1,0,1,0,1,0,1,0
ZTF19aamhdtf,0,1,0,1,0,0,1,1,0,1,0
ZTF19aamqfxq,0,0,1,1,0,1,0,1,0,1,0
ZTF19aannnzj,0,0,1,1,0,1,0,1,0,1,0
ZTF19aannvls,0,1,0,1,0,1,0,0,1,1,0
ZTF19aaobzws,0,0,1,1,0,1,0,1,0,1,0
ZTF19aaoozzi,0,1,0,1,0,1,0,0,1,1,0
ZTF19aapgcba,0,0,1,1,0,1,0,1,0,1,0
ZTF19aapnrcm,0,1,0,1,0,1,0,1,0,0,1
ZTF19aapsxxg,1,0,0,0,0,0,0,0,0,0,0
ZTF19aarqhaa,0,1,0,1,0,0,1,1,0,1,0
ZTF19aascvjj,0,1,0,1,0,0,1,1,0,1,0
ZTF19aasfapp,0,0,1,1,0,1,0,1,0,1,0
ZTF19aasljej,1,0,0,0,0,0,0,0,0,0,0
ZTF19aatcgkl,0,1,0,0,1,1,0,1,0,1,0
ZTF19aatfbui,0,1,0,1,0,1,0,0,1,1,0
ZTF19aatviqk,0,1,0,0,1,1,0,1,0,1,0
ZTF19aavnssv,0,1,0,0,1,1,0,1,0,1,0
ZTF19aawhzsh,0,0,1,1,0,1,0,1,0,1,0
ZTF19aayocuc,1,0,0,0,0,0,0,0,0,0,0
ZTF19abbwzwx,0,1,0,1,0,0,1,1,0,1,0
ZTF19abcffnb,0,1,0,1,0,0,1,1,0,1,0
ZTF19abcucqz,0,1,0,1,0,0,1,1,0,1,0
ZTF19abcuctd,0,0,1,1,0,1,0,1,0,1,0
ZTF19abdjvqh,0,1,0,1,0,0,1,1,0,1,0
ZTF19abeifar,0,1,0,0,1,1,0,1,0,1,0
ZTF19abeijrs,1,0,0,0,0,0,0,0,0,0,0
ZTF19abfaldd,0,1,0,1,0,0,1,1,0,1,0
ZTF19abhuuso,0,1,0,1,0,1,0,0,1,1,0
ZTF19abjarlo,1,0,0,0,0,0,0,0,0,0,0
ZTF19abkjbur,0,1,0,1,0,0,1,1,0,1,0
ZTF19abldfwv,0,1,0,0,1,1,0,1,0,1,0
ZTF19abmugyh,1,0,0,0,0,0,0,0,0,0,0
ZTF19abpnbrb,0,1,0,1,0,1,0,1,0,0,1
ZTF19abrddpz,0,1,0,1,0,1,0,1,0,0,1
ZTF19absoivt,0,1,0,1,0,1,0,1,0,0,1
ZTF19abtdosz,1,0,0,0,0,0,0,0,0,0,0
ZTF19abtdulo,0,0,1,1,0,1,0,1,0,1,0
ZTF19abtonmn,0,1,0,1,0,0,1,1,0,1,0
ZTF19abtqmyp,0,1,0,1,0,1,0,0,1,1,0
ZTF19abvqtkz,1,0,0,0,0,0,0,0,0,0,0
ZTF19abvwzbl,1,0,0,0,0,0,0,0,0,0,0
ZTF19abwvdwm,0,1,0,1,0,1,0,0,1,1,0
ZTF19abzifrq,0,1,0,1,0,0,1,1,0,1,0
ZTF19acaabsr,0,0,1,1,0,1,0,1,0,1,0
ZTF19acbxapq,0,1,0,0,1,1,0,1,0,1,0
ZTF19accouzk,0,1,0,0,1,1,0,1,0,1,0
ZTF19acgmpdz,0,1,0,1,0,1,0,0,1,1,0
ZTF19acijigw,1,0,0,0,0,0,0,0,0,0,0
ZTF19aciwewg,0,1,0,1,0,0,1,1,0,1,0
ZTF19acnpmtt,0,1,0,1,0,1,0,1,0,0,1
ZTF19acprlbl,0,1,0,1,0,1,0,1,0,0,1
ZTF19acqddgs,0,1,0,1,0,0,1,1,0,1,0
ZTF19acqeqrq,0,0,1,1,0,1,0,1,0,1,0
ZTF19acqfwpi,0,1,0,1,0,1,0,0,1,1,0
ZTF19actojtk,0,1,0,1,0,1,0,1,0,0,1
ZTF19acvevgj,0,1,0,1,0,1,0,1,0,0,1
ZTF19acvtery,0,0,1,1,0,1,0,1,0,1,0
ZTF19aczsrjp,0,1,0,0,1,1,0,1,0,1,0
ZTF19adcyfka,1,0,0,0,0,0,0,0,0,0,0
ZTF19addvlml,1,0,0,0,0,0,0,0,0,0,0
ZTF19addwrbn,0,1,0,1,0,1,0,1,0,0,1
ZTF19addxgal,0,1,0,1,0,0,1,1,0,1,0
ZTF19adeagka,0,1,0,1,0,1,0,1,0,0,1
ZTF19adebrow,0,1,0,1,0,1,0,1,0,0,1
ZTF19adedajq,0,1,0,0,1,1,0,1,0,1,0
ZTF19adedhue,1,0,0,0,0,0,0,0,0,0,0
ZTF19adefooi,0,1,0,0,1,1,0,1,0,1,0
ZTF19adfbmsn,0,1,0,1,0,1,0,0,1,1,0
ZTF19adgunku,0,1,0,1,0,0,1,1,0,1,0
ZTF19adguxmv,1,0,0,0,0,0,0,0,0,0,0
ZTF19adgzptr,0,0,1,1,0,1,0,1,0,1,0
ZTF19adhbjct,0,1,0,1,0,1,0,1,0,0,1
ZTF19adhpgyv,0,1,0,1,0,1,0,1,0,0,1
ZTF19adhzguo,0,1,0,1,0,0,1,1,0,1,0
ZTF19adinllh,0,1,0,1,0,0,1,1,0,1,0
ZTF19adiofhy,0,1,0,1,0,1,0,1,0,0,1
ZTF19adisvqc,0,1,0,1,0,1,0,0,1,1,0
ZTF19adivyhj,0,1,0,0,1,1,0,1,0,1,0
ZTF19adjqynj,0,1,0,1,0,1,0,0,1,1,0
ZTF19adktnnn,0,1,0,0,1,1,0,1,0,1,0
ZTF19adlcbsf,0,1,0,1,0,1,0,1,0,0,1
ZTF19adljdpm,0,0,1,1,0,1,0,1,0,1,0
ZTF19adlqtra,0,1,0,1,0,1,0,1,0,0,1
ZTF19adlxjrj,0,1,0,1,0,0,1,1,0,1,0
ZTF19adlxpcc,0,1,0,1,0,1,0,1,0,0,1
ZTF19adlymwq,0,1,0,0,1,1,0,1,0,1,0
ZTF19admmzjr,1,0,0,0,0,0,0,0,0,0,0
ZTF19admnqab,0,1,0,1,0,0,1,1,0,1,0
ZTF20aaborkn,1,0,0,0,0,0,0,0,0,0,0
ZTF20aacedmi,0,1,0,1,0,1,0,1,0,0,1
ZTF20aafdxwd,0,1,0,0,1,1,0,1,0,1,0
ZTF20aaglhfb,0,0,1,1,0,1,0,1,0,1,0
ZTF20aaispgr,0,0,1,1,0,1,0,1,0,1,0
ZTF20aaixszi,0,1,0,1,0,1,0,1,0,0,1
ZTF20aanaobv,0,0,1,1,0,1,0,1,0,1,0
ZTF20aaolusw,0,1,0,1,0,0,1,1,0,1,0
ZTF20aaoserp,0,1,0,0,1,1,0,1,0,1,0
ZTF20aaosxtu,0,1,0,1,0,1,0,0,1,1,0
ZTF20aaoyzqy,0,1,0,1,0,1,0,1,0,0,1
ZTF20aaqwejj,0,1,0,1,0,1,0,0,1,1,0
ZTF20aarsymb,0,1,0,1,0,0,1,1,0,1,0
ZTF20aazazlz,0,1,0,1,0,0,1,1,0,1,0
ZTF20aazppbn,0,0,1,1,0,1,0,1,0,1,0
ZTF20aazqmid,0,1,0,1,0,0,1,1,0,1,0
ZTF20aazqnpc,0,0,1,1,0,1,0,1,0,1,0
ZTF20aballva,0,1,0,1,0,1,0,0,1,1,0
ZTF20abayrnv,0,1,0,1,0,0,1,1,0,1,0
ZTF20abbvrpa,0,1,0,1,0,1,0,0,1,1,0
ZTF20abcjefu,0,1,0,1,0,1,0,1,0,0,1
ZTF20abdkpcg,0,1,0,1,0,1,0,0,1,1,0
ZTF20abdniwn,0,1,0,1,0,0,1,1,0,1,0
ZTF20abhxdht,0,1,0,1,0,1,0,1,0,0,1
ZTF20abjlzsz,0,1,0,0,1,1,0,1,0,1,0
ZTF20abkheql,0,1,0,1,0,0,1,1,0,1,0
ZTF20abkilwc,0,1,0,1,0,0,1,1,0,1,0
ZTF20abkqrfh,0,0,1,1,0,1,0,1,0,1,0
ZTF20abkqtcq,0,1,0,1,0,1,0,0,1,1,0
ZTF20ablqloy,0,1,0,1,0,1,0,0,1,1,0
ZTF20ablyetd,1,0,0,0,0,0,0,0,0,0,0
ZTF20ablynos,0,1,0,1,0,0,1,1,0,1,0
ZTF20abmconj,1,0,0,0,0,0,0,0,0,0,0
ZTF20abnmbmj,0,0,1,1,0,1,0,1,0,1,0
ZTF20abptrwq,0,0,1,1,0,1,0,1,0,1,0
ZTF20abqedcx,0,1,0,1,0,0,1,1,0,1,0
ZTF20abrqezs,0,1,0,1,0,1,0,1,0,0,1
ZTF20abshhiu,0,1,0,1,0,1,0,1,0,0,1
ZTF20abvdflm,0,0,1,1,0,1,0,1,0,1,0
ZTF20abwywtv,0,1,0,0,1,1,0,1,0,1,0
ZTF20abwywwi,0,1,0,1,0,0,1,1,0,1,0
ZTF20abxoyti,0,1,0,1,0,1,0,1,0,0,1
ZTF20abyumih,0,1,0,0,1,1,0,1,0,1,0
ZTF20acfcxtk,1,0,0,0,0,0,0,0,0,0,0
ZTF20acgvabm,1,0,0,0,0,0,0,0,0,0,0
ZTF20achvbae,0,1,0,1,0,1,0,1,0,0,1
ZTF20ackdviy,0,1,0,0,1,1,0,1,0,1,0
ZTF20aclmmjc,0,1,0,1,0,1,0,1,0,0,1
ZTF20aclnecu,0,1,0,1,0,0,1,1,0,1,0
ZTF20acmppyf,0,1,0,0,1,1,0,1,0,1,0
ZTF20acqsqdb,0,0,1,1,0,1,0,1,0,1,0
ZTF20acrlncq,0,1,0,0,1,1,0,1,0,1,0
ZTF20acsdpsg,0,1,0,1,0,0,1,1,0,1,0
ZTF20acwclpk,1,0,0,0,0,0,0,0,0,0,0
ZTF20adapzxp,0,0,1,1,0,1,0,1,0,1,0
ZTF20adceatn,0,1,0,0,1,1,0,1,0,1,0
ZTF20adestjh,0,1,0,1,0,1,0,1,0,0,1
ZTF20adewbtd,0,1,0,1,0,1,0,0,1,1,0
ZTF20adfqlgf,1,0,0,0,0,0,0,0,0,0,0
ZTF20adfuzgk,0,1,0,1,0,1,0,1,0,0,1
ZTF20adgiumu,0,1,0,1,0,1,0,0,1,1,0
ZTF20adinugd,0,1,0,1,0,1,0,0,1,1,0
ZTF21aaasjct,0,1,0,0,1,1,0,1,0,1,0
ZTF21aacllgm,1,0,0,0,0,0,0,0,0,0,0
ZTF21aaekvbn,0,1,0,1,0,1,0,1,0,0,1
ZTF21aagejvr,0,1,0,1,0,1,0,1,0,0,1
ZTF21aagjqjt,1,0,0,0,0,0,0,0,0,0,0
ZTF21aajbvgw,1,0,0,0,0,0,0,0,0,0,0
ZTF21aajcbid,0,1,0,1,0,0,1,1,0,1,0
ZTF21aakndzd,1,0,0,0,0,0,0,0,0,0,0
ZTF21aalnugz,1,0,0,0,0,0,0,0,0,0,0
ZTF21aarqevh,0,0,1,1,0,1,0,1,0,1,0
ZTF21aasodhy,0,0,1,1,0,1,0,1,0,1,0
ZTF21aaurofh,1,0,0,0,0,0,0,0,0,0,0
ZTF21aaycvix,0,1,0,0,1,1,0,1,0,1,0
ZTF21abasbwt,0,1,0,1,0,0,1,1,0,1,0
ZTF21abasely,1,0,0,0,0,0,0,0,0,0,0
ZTF21abhbptf,0,0,1,1,0,1,0,1,0,1,0
ZTF21abkawbj,0,1,0,0,1,1,0,1,0,1,0
ZTF21abkgwwg,0,1,0,1,0,1,0,1,0,0,1
ZTF21abkxpjy,0,0,1,1,0,1,0,1,0,1,0
ZTF21abllnzo,0,0,1,1,0,1,0,1,0,1,0
ZTF21abmzmhn,0,1,0,1,0,0,1,1,0,1,0
ZTF21abqsuoi,1,0,0,0,0,0,0,0,0,0,0
ZTF21absmjot,0,1,0,0,1,1,0,1,0,1,0
ZTF21absszwk,0,1,0,1,0,1,0,1,0,0,1
ZTF21abvewhk,0,1,0,1,0,0,1,1,0,1,0
ZTF21abvfunj,1,0,0,0,0,0,0,0,0,0,0
ZTF21abxaxoo,0,1,0,1,0,0,1,1,0,1,0
ZTF21abxotnb,0,1,0,0,1,1,0,1,0,1,0
ZTF21acagnnx,0,0,1,1,0,1,0,1,0,1,0
ZTF21accgame,1,0,0,0,0,0,0,0,0,0,0
ZTF21acdvvck,0,1,0,0,1,1,0,1,0,1,0
ZTF21acdvvmr,0,1,0,1,0,0,1,1,0,1,0
ZTF21acfmsiq,0,0,1,1,0,1,0,1,0,1,0
ZTF21acfmxeu,0,1,0,0,1,1,0,1,0,1,0
ZTF21acfrvys,0,0,1,1,0,1,0,1,0,1,0
ZTF21acjsvms,0,1,0,1,0,1,0,1,0,0,1
ZTF21ackzkbu,1,0,0,0,0,0,0,0,0,0,0
ZTF21acnrbmw,0,0,1,1,0,1,0,1,0,1,0
ZTF21acqwbsn,0,1,0,1,0,1,0,0,1,1,0
ZTF21acrwunc,0,1,0,0,1,1,0,1,0,1,0
ZTF21actkbtw,1,0,0,0,0,0,0,0,0,0,0
ZTF21acudpir,0,0,1,1,0,1,0,1,0,1,0
ZTF22aaaagqp,0,1,0,1,0,1,0,0,1,1,0
ZTF22aaaahby,1,0,0,0,0,0,0,0,0,0,0
ZTF22aaakran,0,1,0,1,0,1,0,1,0,0,1
ZTF22aaattqp,0,1,0,1,0,1,0,0,1,1,0
ZTF22aabgomo,1,0,0,0,0,0,0,0,0,0,0
ZTF22aacecqb,0,1,0,1,0,1,0,1,0,0,1
ZTF22aadamcl,0,1,0,1,0,0,1,1,0,1,0
ZTF22aaeaorc,0,1,0,1,0,1,0,1,0,0,1
ZTF22aaffyof,1,0,0,0,0,0,0,0,0,0,0
ZTF22aagcspe,0,0,1,1,0,1,0,1,0,1,0
ZTF22aagmiyb,0,0,1,1,0,1,0,1,0,1,0
ZTF22aahhgzn,0,1,0,0,1,1,0,1,0,1,0
ZTF22aahjboa,1,0,0,0,0,0,0,0,0,0,0
ZTF22aaifllz,0,0,1,1,0,1,0,1,0,1,0
ZTF22aaigqsr,0,0,1,1,0,1,0,1,0,1,0
ZTF22aajamaa,1,0,0,0,0,0,0,0,0,0,0
ZTF22aajbgqf,0,1,0,1,0,0,1,1,0,1,0
ZTF22aajbnzk,0,1,0,1,0,0,1,1,0,1,0
ZTF22aajwlvn,0,1,0,1,0,0,1,1,0,1,0
ZTF22aakdacw,1,0,0,0,0,0,0,0,0,0,0
ZTF22aaksejt,0,1,0,0,1,1,0,1,0,1,0
ZTF22aakseka,0,1,0,0,1,1,0,1,0,1,0
ZTF22aakselz,0,1,0,0,1,1,0,1,0,1,0
ZTF22aaksnrm,0,0,1,1,0,1,0,1,0,1,0
ZTF22aalgtwf,0,0,1,1,0,1,0,1,0,1,0
ZTF22aallbjd,0,1,0,1,0,1,0,1,0,0,1
ZTF22aallsqz,0,0,1,1,0,1,0,1,0,1,0
ZTF22aalnrly,0,1,0,1,0,0,1,1,0,1,0
ZTF22aalwnco,0,1,0,1,0,1,0,1,0,0,1
ZTF22aalwzbe,0,1,0,1,0,1,0,0,1,1,0
ZTF22aalxlzg,0,1,0,0,1,1,0,1,0,1,0
ZTF22aalzpzx,0,1,0,0,1,1,0,1,0,1,0
ZTF22aamaacu,0,1,0,0,1,1,0,1,0,1,0
ZTF22aambxqz,0,0,1,1,0,1,0,1,0,1,0
ZTF22aambzvw,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamhaqg,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamjndl,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamjqvc,0,1,0,1,0,1,0,0,1,1,0
ZTF22aamjutx,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamjxvf,0,1,0,1,0,1,0,0,1,1,0
ZTF22aamkixd,0,1,0,1,0,0,1,1,0,1,0
ZTF22aammscg,0,1,0,1,0,1,0,1,0,0,1
ZTF22aammzex,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamnkmg,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamnpxi,0,0,1,1,0,1,0,1,0,1,0
ZTF22aamnzzi,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamprpf,0,0,1,1,0,1,0,1,0,1,0
ZTF22aamptba,0,1,0,1,0,1,0,1,0,0,1
ZTF22aampytc,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamrlrr,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamrnpm,0,0,1,1,0,1,0,1,0,1,0
ZTF22aamrufr,0,0,1,1,0,1,0,1,0,1,0
ZTF22aamryka,0,0,1,1,0,1,0,1,0,1,0
ZTF22aamryyj,0,1,0,0,1,1,0,1,0,1,0
ZTF22aamrznf,0,0,1,1,0,1,0,1,0,1,0
ZTF22aamsolm,0,1,0,0,1,1,0,1,0,1,0
ZTF22aamsosw,0,1,0,1,0,1,0,0,1,1,0
ZTF22aamspco,0,1,0,1,0,1,0,1,0,0,1
ZTF22aamspko,0,1,0,1,0,1,0,1,0,0,1
ZTF22aamsrjn,0,1,0,1,0,1,0,1,0,0,1
ZTF22aamsrxb,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamsuco,0,1,0,0,1,1,0,1,0,1,0
ZTF22aamtomc,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamuvjn,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamuvkl,0,1,0,1,0,0,1,1,0,1,0
ZTF22aamuzwj,0,0,1,1,0,1,0,1,0,1,0
ZTF22aamwohg,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamwval,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamwwkg,1,0,0,0,0,0,0,0,0,0,0
ZTF22aamxqxb,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanabjd,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanamrm,1,0,0,0,0,0,0,0,0,0,0
ZTF22aananmc,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanauak,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanaxeq,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanblft,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanbtgn,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanbxiz,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanckie,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanclke,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanclxd,0,0,1,1,0,1,0,1,0,1,0
ZTF22aancqto,0,0,1,1,0,1,0,1,0,1,0
ZTF22aancshn,0,1,0,0,1,1,0,1,0,1,0
ZTF22aandihp,0,1,0,0,1,1,0,1,0,1,0
ZTF22aandild,0,1,0,1,0,1,0,0,1,1,0
ZTF22aandsnk,0,1,0,1,0,1,0,0,1,1,0
ZTF22aanduqj,0,1,0,1,0,0,1,1,0,1,0
ZTF22aaneraa,0,1,0,1,0,1,0,0,1,1,0
ZTF22aanesux,0,1,0,0,1,1,0,1,0,1,0
ZTF22aaneudj,0,1,0,1,0,0,1,1,0,1,0
ZTF22aangsdn,0,1,0,0,1,1,0,1,0,1,0
ZTF22aangynj,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanhjxj,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanjimh,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanjzfb,0,1,0,1,0,1,0,1,0,0,1
ZTF22aankjwy,1,0,0,0,0,0,0,0,0,0,0
ZTF22aankqdu,0,1,0,1,0,1,0,1,0,0,1
ZTF22aankxcq,1,0,0,0,0,0,0,0,0,0,0
ZTF22aankxky,0,0,1,1,0,1,0,1,0,1,0
ZTF22aankxmt,0,1,0,1,0,1,0,0,1,1,0
ZTF22aankxrd,0,1,0,1,0,0,1,1,0,1,0
ZTF22aankzby,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanleir,0,1,0,1,0,1,0,1,0,0,1
ZTF22aanlnen,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanlpln,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanlqvj,0,1,0,1,0,1,0,1,0,0,1
ZTF22aanlrji,0,1,0,1,0,1,0,1,0,0,1
ZTF22aanlsaz,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanlsgt,0,1,0,1,0,1,0,1,0,0,1
ZTF22aanlsrp,0,1,0,0,1,1,0,1,0,1,0
ZTF22aanlswv,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanlsyc,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanlxus,0,1,0,1,0,1,0,0,1,1,0
ZTF22aanlyiu,0,1,0,0,1,1,0,1,0,1,0
ZTF22aanmacr,0,1,0,0,1,1,0,1,0,1,0
ZTF22aanmhyb,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanmjkh,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanmmww,0,0,1,1,0,1,0,1,0,1,0
ZTF22aannfff,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanpfmt,0,1,0,1,0,1,0,1,0,0,1
ZTF22aanpfor,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanptcx,0,1,0,1,0,1,0,0,1,1,0
ZTF22aanpyve,0,1,0,0,1,1,0,1,0,1,0
ZTF22aanpyxl,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanpyzd,0,1,0,0,1,1,0,1,0,1,0
ZTF22aanscam,0,1,0,1,0,1,0,0,1,1,0
ZTF22aansgra,0,1,0,1,0,1,0,0,1,1,0
ZTF22aansjuu,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanukvr,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanumcx,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanumqi,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanumrq,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanumsh,0,0,1,1,0,1,0,1,0,1,0
ZTF22aanupap,0,1,0,1,0,1,0,0,1,1,0
ZTF22aanuwqf,0,1,0,1,0,1,0,0,1,1,0
ZTF22aanvjgo,0,1,0,1,0,0,1,1,0,1,0
ZTF22aanvruj,0,1,0,1,0,1,0,1,0,0,1
ZTF22aanvspo,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanvtjd,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanvtya,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanvuvq,1,0,0,0,0,0,0,0,0,0,0
ZTF22aanvwxz,1,0,0,0,0,0,0,0,0,0,0
